波长	5:30	6:30	7:30	8:30	9:30	10:30	11:30	12:30	13:30	14:30	15:30	16:30	17:30	18:30	19:30
712	1.102357	1.093775667	1.085194333	1.076613	1.11794425	1.1592755	1.20060675	1.241938	1.2007515	1.159565	1.1183785	1.077192	0.812470667	0.547749333	0.283028
713	1.083302	1.075037333	1.066772667	1.058508	1.10088925	1.1432705	1.18565175	1.228033	1.18561875	1.1432045	1.10079025	1.058376	0.796256667	0.534137333	0.272018
714	1.059239	1.050743333	1.042247667	1.033752	1.07756	1.121368	1.165176	1.208984	1.16619675	1.1234095	1.08062225	1.037835	0.778513667	0.519192333	0.259871
715	1.030081	1.020875333	1.011669667	1.002464	1.04799775	1.0935315	1.13906525	1.184599	1.14222625	1.0998535	1.05748075	1.015108	0.75893	0.502752	0.246574
716	1.003367	0.99384	0.984313	0.974786	1.021639	1.068492	1.115345	1.162198	1.11908	1.075962	1.032844	0.989726	0.737555667	0.485385333	0.233215
717	0.979108	0.969373	0.959638	0.949903	0.998028	1.046153	1.094278	1.142403	1.09806225	1.0537215	1.00938075	0.96504	0.716749	0.468458	0.220167
718	0.962755	0.953336667	0.943918333	0.9345	0.98422475	1.0339495	1.08367425	1.133399	1.08799975	1.0426005	0.99720125	0.951802	0.705117667	0.458433333	0.211749
719	0.942903	0.933951	0.924999	0.916047	0.966864	1.017681	1.068498	1.119315	1.07325275	1.0271905	0.98112825	0.935066	0.690931667	0.446797333	0.202663
720	0.92136	0.913281333	0.905202667	0.897124	0.94780425	0.9984845	1.04916475	1.099845	1.05394225	1.0080395	0.96213675	0.916234	0.675149667	0.434065333	0.192981
721	0.90497	0.896978	0.888986	0.880994	0.93187325	0.9827525	1.03363175	1.084511	1.0387065	0.992902	0.9470975	0.901293	0.662908333	0.424523667	0.186139
722	0.897075	0.888153	0.879231	0.870309	0.92193225	0.9735555	1.02517875	1.076802	1.030914	0.985026	0.939138	0.89325	0.656592333	0.419934667	0.183277
723	0.898831	0.889714	0.880597	0.87148	0.92381175	0.9761435	1.02847525	1.080807	1.03438475	0.9879625	0.94154025	0.895118	0.658211667	0.421305333	0.184399
724	0.904956	0.895984667	0.887013333	0.878042	0.931063	0.984084	1.037105	1.090126	1.04296375	0.9958015	0.94863925	0.901477	0.663433333	0.425389667	0.187346
725	0.911078	0.901745667	0.892413333	0.883081	0.93639775	0.9897145	1.04303125	1.096348	1.04914075	1.0019335	0.95472625	0.907519	0.668478667	0.429438333	0.190398
726	0.915316	0.905735667	0.896155333	0.886575	0.9400695	0.993564	1.0470585	1.100553	1.05325675	1.0059605	0.95866425	0.911368	0.671785333	0.432202667	0.19262
727	0.914644	0.905377	0.89611	0.886843	0.94029875	0.9937545	1.04721025	1.100666	1.052785	1.004904	0.957023	0.909142	0.670101	0.43106	0.192019
728	0.919322	0.910543	0.901764	0.892985	0.94626525	0.9995455	1.05282575	1.106106	1.05756	1.009014	0.960468	0.911922	0.673126333	0.434330667	0.195535
729	0.925553	0.917494333	0.909435667	0.901377	0.95407275	1.0067685	1.05946425	1.11216	1.06310425	1.0140485	0.96499275	0.915937	0.678196	0.440455	0.202714
730	0.937111	0.929241333	0.921371667	0.913502	0.96368375	1.0138655	1.06404725	1.114229	1.0672425	1.020256	0.9732695	0.926283	0.688147667	0.450012333	0.211877
731	0.953322	0.945410667	0.937499333	0.929588	0.97682775	1.0240675	1.07130725	1.118547	1.074302	1.030057	0.985812	0.941567	0.701842	0.462117	0.222392
732	0.971174	0.962189333	0.953204667	0.94422	0.99262875	1.0410375	1.08944625	1.137855	1.09283225	1.0478095	1.00278675	0.957764	0.715948333	0.474132667	0.232317
733	0.986911	0.977188333	0.967465667	0.957743	1.00641375	1.0550845	1.10375525	1.152426	1.107164	1.061902	1.01664	0.971378	0.728329667	0.485281333	0.242233
734	1.002653	0.992868	0.983083	0.973298	1.020493	1.067688	1.114883	1.162078	1.11753275	1.0729875	1.02844225	0.983897	0.740361333	0.496825667	0.25329
735	1.019178	1.009550333	0.999922667	0.990295	1.035396	1.080497	1.125598	1.170699	1.127239	1.083779	1.040319	0.996859	0.752871667	0.508884333	0.264897
736	1.036516	1.027183	1.01785	1.008517	1.05113475	1.0937525	1.13637025	1.178988	1.13684025	1.0946925	1.05254475	1.010397	0.76592	0.521443	0.276966
737	1.044361	1.035913333	1.027465667	1.019018	1.061096	1.103174	1.145252	1.18733	1.1451645	1.102999	1.0608335	1.018668	0.774456333	0.530244667	0.286033
738	1.046355	1.038453667	1.030552333	1.022651	1.063768	1.104885	1.146002	1.187119	1.14554375	1.1039685	1.06239325	1.020818	0.778092667	0.535367333	0.292642
739	1.055644	1.046849667	1.038055333	1.029261	1.06834125	1.1074215	1.14650175	1.185582	1.14607825	1.1065745	1.06707075	1.027567	0.784713333	0.541859667	0.299006
740	1.061719	1.052959667	1.044200333	1.035441	1.0737585	1.112076	1.1503935	1.188711	1.1492745	1.109838	1.0704015	1.030965	0.789196667	0.547428333	0.30566
741	1.062686	1.054746333	1.046806667	1.038867	1.07739025	1.1159135	1.15443675	1.19296	1.152028	1.111096	1.070164	1.029232	0.790090333	0.550948667	0.311807
742	1.068081	1.059048333	1.050015667	1.040983	1.07802875	1.1150745	1.15212025	1.189166	1.14976025	1.1103545	1.07094875	1.031543	0.793666333	0.555789667	0.317913
743	1.073822	1.064156	1.05449	1.044824	1.0802315	1.115639	1.1510465	1.186454	1.14880025	1.1111465	1.07349275	1.035839	0.798578	0.561317	0.324056
744	1.074358	1.066832	1.059306	1.05178	1.08571575	1.1196515	1.15358725	1.187523	1.15100725	1.1144915	1.07797575	1.04146	0.803983667	0.566507333	0.329031
745	1.074043	1.066777667	1.059512333	1.052247	1.086397	1.120547	1.154697	1.188847	1.1525405	1.116234	1.0799275	1.043621	0.806490333	0.569359667	0.332229
746	1.074968	1.066410333	1.057852667	1.049295	1.0851075	1.12092	1.1567325	1.192545	1.1556215	1.118698	1.0817745	1.044851	0.808100667	0.571350333	0.3346
747	1.076416	1.067407333	1.058398667	1.04939	1.08599975	1.1226095	1.15921925	1.195829	1.15775225	1.1196755	1.08159875	1.043522	0.807894	0.572266	0.336638
748	1.074927	1.065809667	1.056692333	1.047575	1.08422025	1.1208655	1.15751075	1.194156	1.15574725	1.1173385	1.07892975	1.040521	0.806229333	0.571937667	0.337646
749	1.068986	1.060457333	1.051928667	1.0434	1.0782795	1.113159	1.1480385	1.182918	1.14659075	1.1102635	1.07393625	1.037609	0.804094	0.570579	0.337064
750	1.067565	1.059593667	1.051622333	1.043651	1.07781125	1.1119715	1.14613175	1.180292	1.14380525	1.1073185	1.07083175	1.034345	0.801939	0.569533	0.337127
751	1.066818	1.059399333	1.051980667	1.044562	1.07857875	1.1125955	1.14661225	1.180629	1.142681	1.104733	1.066785	1.028837	0.798198	0.567559	0.33692
752	1.052692	1.045740667	1.038789333	1.031838	1.06475975	1.0976815	1.13060325	1.163525	1.12748075	1.0914365	1.05539225	1.019348	0.790710667	0.562073333	0.333436
753	1.033057	1.026606667	1.020156333	1.013706	1.04601775	1.0783295	1.11064125	1.142953	1.10817175	1.0733905	1.03860925	1.003828	0.778034333	0.552240667	0.326447
754	1.007935	1.002021333	0.996107667	0.990194	1.02284575	1.0554975	1.08814925	1.120801	1.08605075	1.0513005	1.01655025	0.9818	0.759437	0.537074	0.314711
755	0.953556	0.947193	0.94083	0.934467	0.96667125	0.9988755	1.03107975	1.063284	1.02959575	0.9959075	0.96221925	0.928531	0.716279333	0.504027667	0.291776
756	0.88748	0.880456333	0.873432667	0.866409	0.89817525	0.9299415	0.96170775	0.993474	0.9609545	0.928435	0.8959155	0.863396	0.663661667	0.463927333	0.264193
757	0.819018	0.811848667	0.804679333	0.79751	0.83053775	0.8635655	0.89659325	0.929621	0.89674075	0.8638605	0.83098025	0.7981	0.610136333	0.422172667	0.234209
758	0.759053	0.751387	0.743721	0.736055	0.77022175	0.8043885	0.83855525	0.872722	0.8396345	0.806547	0.7734595	0.740372	0.561910333	0.383448667	0.204987
759	0.704855	0.696427	0.687999	0.679571	0.714717	0.749863	0.785009	0.820155	0.78703925	0.7539235	0.72080775	0.687692	0.517180667	0.346669333	0.176158
760	0.661753	0.654819	0.647885	0.640951	0.67771775	0.7144845	0.75125125	0.788018	0.75285125	0.7176845	0.68251775	0.647351	0.483077	0.318803	0.154529
761	0.627368	0.621296333	0.615224667	0.609153	0.64734725	0.6855415	0.72373575	0.76193	0.725366	0.688802	0.652238	0.615674	0.456244	0.296814	0.137384
762	0.608274	0.601932667	0.595591333	0.58925	0.62866975	0.6680895	0.70750925	0.746929	0.70997725	0.6730255	0.63607375	0.599122	0.441887333	0.284652667	0.127418
763	0.628506	0.621799333	0.615092667	0.608386	0.65010325	0.6918205	0.73353775	0.775255	0.7360535	0.696852	0.6576505	0.618449	0.457267	0.296085	0.134903
764	0.664355	0.657289667	0.650224333	0.643159	0.686516	0.729873	0.77323	0.816587	0.77550025	0.7344135	0.69332675	0.65224	0.484790333	0.317340667	0.149891
765	0.728167	0.720745	0.713323	0.705901	0.748668	0.791435	0.834202	0.876969	0.835915	0.794861	0.753807	0.712753	0.534276667	0.355800333	0.177324
766	0.791351	0.783781	0.776211	0.768641	0.8106195	0.852598	0.8945765	0.936555	0.89564175	0.8547285	0.81381525	0.772902	0.584142333	0.395382667	0.206623
767	0.852506	0.844898333	0.837290667	0.829683	0.870646	0.911609	0.952572	0.993535	0.95296025	0.9123855	0.87181075	0.831236	0.633054	0.434872	0.23669
768	0.904814	0.89723	0.889646	0.882062	0.92131625	0.9605705	0.99982475	1.039079	0.99962525	0.9601715	0.92071775	0.881264	0.676391667	0.471519333	0.266647
769	0.947973	0.940047	0.932121	0.924195	0.96062525	0.9970555	1.03348575	1.069916	1.0324165	0.994917	0.9574175	0.919918	0.710474667	0.501031333	0.291588
770	0.984261	0.975887667	0.967514333	0.959141	0.992191	1.025241	1.058291	1.091341	1.0562065	1.021072	0.9859375	0.950803	0.738158333	0.525513667	0.312869
771	0.99688	0.990734667	0.984589333	0.978444	1.01184425	1.0452445	1.07864475	1.112045	1.07654325	1.0410415	1.00553975	0.970038	0.755160333	0.540282667	0.325405
772	1.008173	1.001992333	0.995811667	0.989631	1.022773	1.055915	1.089057	1.122199	1.08689275	1.0515865	1.01628025	0.980974	0.765646	0.550318	0.33499
773	1.017066	1.008823667	1.000581333	0.992339	1.024645	1.056951	1.089257	1.121563	1.08698375	1.0524045	1.01782525	0.983246	0.769313333	0.555380667	0.341448
774	1.020036	1.013107	1.006178	0.999249	1.03196475	1.0646805	1.09739625	1.130112	1.0941305	1.058149	1.0221675	0.986186	0.771946333	0.557706667	0.343467
775	1.021474	1.015081667	1.008689333	1.002297	1.03520325	1.0681095	1.10101575	1.133922	1.09785725	1.0617925	1.02572775	0.989663	0.775022	0.560381	0.34574
776	1.021198	1.014532	1.007866	1.0012	1.03406275	1.0669255	1.09978825	1.132651	1.09788825	1.0631255	1.02836275	0.9936	0.778482667	0.563365333	0.348248
777	1.020122	1.013755667	1.007389333	1.001023	1.03236275	1.0637025	1.09504225	1.126382	1.09254125	1.0587005	1.02485975	0.991019	0.776859333	0.562699667	0.34854
778	1.017889	1.011399667	1.004910333	0.998421	1.0298395	1.061258	1.0926765	1.124095	1.0902045	1.056314	1.0224235	0.988533	0.774910333	0.561287667	0.347665
779	1.014255	1.007202	1.000149	0.993096	1.0262645	1.059433	1.0926015	1.12577	1.09083175	1.0558935	1.02095525	0.986017	0.772523	0.559029	0.345535
780	1.010982	1.004131	0.99728	0.990429	1.023544	1.056659	1.089774	1.122889	1.0881045	1.05332	1.0185355	0.983751	0.771028	0.558305	0.345582
